ano,mes,dia,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2019,AGOSTO,QUA,BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,,,16:08:00
2021,OUTUBRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",11:40:00
2024,DEZEMBRO,DOM,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",15:20:00
