ano,mes,dia,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2021,OUTUBRO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",00:00:00
2021,JUNHO,QUA,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,5077179","-48,6222375",10:55:00
2021,MARCO,SEG,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",19:30:00
2021,JULHO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",03:30:00
2021,JUNHO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",11:00:00
2021,MARCO,SEG,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",08:05:00
2022,MARCO,QUA,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,5077179","-48,6222375",13:00:00
2022,JUNHO,QUI,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,5077179","-48,6222375",20:10:00
2022,MARCO,QUA,VILA DOS CABANOS,BARCARENA,VIA PUBLICA,"-1,5077179","-48,6222375",19:00:00
2022,JANEIRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",21:00:00
2022,ABRIL,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",22:30:00
2022,AGOSTO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",18:00:00
2022,JUNHO,QUA,CENTRO DE BARCARENA,BARCARENA,EDIFICIO PUBLICO,"-1,512231231","-48,619953156",10:00:00
2022,AGOSTO,SEG,CENTRO DE BARCARENA,BARCARENA,AREA RURAL,"-1,512231231","-48,619953156",09:55:00
2022,DEZEMBRO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",18:00:00
2022,JULHO,SEX,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,501494","-48,6216774",04:00:00
2022,JULHO,SAB,VILA DOS CABANOS,BARCARENA,RESIDENCIA,"-1,5077179","-48,6222375",20:30:00
2022,NOVEMBRO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",20:00:00
2022,AGOSTO,DOM,CENTRO DE BARCARENA,BARCARENA,ESTABELECIMENTO DE DIVERSAO COLETIVA,"-1,512231231","-48,619953156",00:00:00
2022,SETEMBRO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",04:00:00
2023,SETEMBRO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",00:00:00
2023,ABRIL,TER,VILA DOS CABANOS,BARCARENA,VIA PUBLICA,"-1,5077179","-48,6222375",22:00:00
2023,NOVEMBRO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",21:30:00
2023,SETEMBRO,SEG,CENTRO DE BARCARENA,BARCARENA,AREA RURAL,"-1,512231231","-48,619953156",21:00:00
2023,DEZEMBRO,SAB,CENTRO DE BARCARENA,BARCARENA,"CAFE, BAR, RESTAURANTE","-1,512231231","-48,619953156",23:00:00
2023,NOVEMBRO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",11:45:00
2023,DEZEMBRO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",15:00:00
2023,MAIO,SAB,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:00:00
2023,FEVEREIRO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",00:00:00
2023,JUNHO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",15:00:00
2023,JANEIRO,SAB,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",03:00:00
2023,JULHO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",12:00:00
2023,OUTUBRO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",05:00:00
2023,DEZEMBRO,DOM,CENTRO DE BARCARENA,BARCARENA,HOSPITAL,"-1,512231231","-48,619953156",15:00:00
2023,NOVEMBRO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",14:00:00
2023,DEZEMBRO,SAB,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,5077179","-48,6222375",09:00:00
2024,SETEMBRO,QUA,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",18:00:00
2024,SETEMBRO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",01:45:00
2024,OUTUBRO,DOM,VILA DOS CABANOS,BARCARENA,RESIDENCIA PARTICULAR,"-1,6680167","-48,491355",10:00:00
2024,ABRIL,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",09:00:00
2024,DEZEMBRO,TER,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",00:24:00
2024,FEVEREIRO,SAB,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",09:00:00
2024,FEVEREIRO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",04:00:00
2024,MAIO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:00:00
2024,MAIO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",08:30:00
2024,MAIO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",07:00:00
2024,FEVEREIRO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:00:00
2024,MARCO,DOM,CENTRO DE BARCARENA,BARCARENA,ESTABELECIMENTO COMERCIAL,"-1,512231231","-48,619953156",20:45:00
2024,MARCO,SEX,VILA DOS CABANOS,BARCARENA,RESIDENCIA,"-1,5077179","-48,6222375",17:00:00
2024,OUTUBRO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:30:00
2024,JULHO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",01:30:00
2024,JULHO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",08:00:00
2024,JULHO,SEG,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",05:00:00
2024,AGOSTO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",18:00:00
2024,AGOSTO,SAB,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:30:00
2024,MARCO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",21:00:00
2025,SETEMBRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",04:00:00
2025,MARCO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",21:00:00
2025,MARCO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",01:25:00
2025,JULHO,QUA,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA,"-1,512231231","-48,619953156",12:00:00
2025,FEVEREIRO,SAB,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",19:40:00
2025,FEVEREIRO,SEX,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",02:00:00
2025,JUNHO,SAB,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",02:00:00
2025,OUTUBRO,SEX,CENTRO DE BARCARENA,BARCARENA,ESTABELECIMENTO DE ENSINO,"-1,512231231","-48,619953156",11:55:00
2025,OUTUBRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",21:30:00
2025,NOVEMBRO,SAB,VILA DOS CABANOS,BARCARENA,VIA PUBLICA,"-1,5077179","-48,6222375",16:00:00
2025,DEZEMBRO,QUA,CENTRO DE BARCARENA,BARCARENA,VIA PUBLICA,"-1,512231231","-48,619953156",18:00:00
2025,DEZEMBRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",10:30:00
2025,DEZEMBRO,QUI,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",03:00:00
2026,JANEIRO,DOM,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",20:00:00
