ano,mes,dia,bairro,distrito,local_ocorrencia,latitude,longitude,horafato
2020,FEVEREIRO,SEG,CENTRO DE BARCARENA,BARCARENA,RESIDENCIA PARTICULAR,"-1,512231231","-48,619953156",11:00:00
2025,MARCO,DOM,CENTRO DE BARCARENA,BARCARENA,OUTROS,"-1,512231231","-48,619953156",04:00:00
2026,JANEIRO,QUI,CENTRO DE BARCARENA,BARCARENA,AREA RURAL,"-1,512231231","-48,619953156",05:00:00
